TRKJ2-1-9-037,ふりをする,pretend,n,n,He pretend to study hard,彼は一所懸命勉強しているふりをしている
TRKJ2-1-9-038,荒っぽい、乱暴な,wild,n,n,a wild guy,荒っぽい男
TRKJ2-1-9-039,屈強な,tough,n,n,a tough guy,屈強な男
TRKJ2-1-9-040,振る,swing,n,n,He is swinging a bat,彼はバットを振っている
TRKJ2-1-9-041,剣,sword,n,n,,
TRKJ2-1-9-042,公正な,fair,n,n,,
TRKJ2-1-9-043,…に飽きる,be bored with,n,n,I' m bored with the game,私はそのゲームに飽きている
TRKJ2-1-9-044,代わりに,instead,n,n,Could you get there instead ?,そこに代わりに行ってくれませんか
TRKJ2-1-9-045,奪う,rob,n,n,rob someone of something,＜人＞から＜物＞を奪う
TRKJ2-1-9-046,安全、防犯,security,n,n,a security camera,防犯カメラ
TRKJ2-1-9-047,美術館、博物館,museum,n,n,The government built the museum,政府はその美術館を建設した
TRKJ2-1-9-048,記録する,record,n,n,record an event,出来事を記録する
TRKJ2-1-9-049,出来事,event,n,n,One of the most important events in human history,人類の歴史で最も重要な出来事の一つ
TRKJ2-1-9-050,尊敬する,respect,n,n,Respect your father,お父さんを尊敬しなさい
TRKJ2-1-9-051,素晴らしい,fantastic,n,n,,
TRKJ2-1-9-052,芸術作品,work of art,n,n,create a work of art,芸術作品を創作する
TRKJ2-1-9-053,運命,fate,n,n,You should decide your own fate,あなたは自分自身の運命を決めるべきです
TRKJ2-1-9-054,泥棒,thief,n,n,Thieves broke into his  house yesterday,昨日、泥棒達が彼の家へ押し入った。
TRKJ2-1-9-055,楽観的な,optimistic,n,n,You're too optimistic about the exam,あなたは試験に楽観的すぎます
TRKJ2-1-9-056,関連づける,relate,n,n,That is related to the accident,それはその事件に関係がある
TRKJ2-1-9-057,類似の,similar,n,n,a similar effect,似た効果
TRKJ2-1-9-058,凧（たこ）,kite,n,n,He flies a kite,彼は凧をあげている
TRKJ2-1-9-059,日焼け,tan,n,n,get a tan,日焼けする
TRKJ2-1-9-060,潮,tide,n,n,high tide,満ち潮
TRKJ2-1-9-061,生き物,creature,n,n,,
TRKJ2-1-9-062,かに,crab,n,n,the crab salad,かにサラダ
TRKJ2-1-9-063,ひとで,starfish,n,n,,
TRKJ2-1-9-064,貝,shellfish,n,n,,
TRKJ2-1-9-065,海藻,seaweed,n,n,,
TRKJ2-1-9-066,イソギンチャク,anemone,n,n,,
TRKJ2-1-9-067,装置,device,n,n,a listening device,盗聴器
TRKJ2-1-9-068,治療法,cure,n,n,a cure for the disease,その病気の治療法
TRKJ2-1-9-069,病気,disease,n,n,a serious disease,深刻な病気
TRKJ2-1-9-070,気候変動,climate change,n,n,a global climate change,地球規模の気候変動
TRKJ2-1-9-071,接触する,contact,n,n,,
TRKJ2-1-9-072,機会,opportunity,n,n,,
TRKJ2-1-9-073,素晴らしい,excellent,n,n,,
TRKJ2-1-9-074,作文,composition,n,n,musical composition,作曲
TRKJ2-1-9-075,落書き,graffiti,n,n,,
TRKJ2-1-9-076,宇宙飛行士,astronaut,n,n,,
TRKJ2-1-9-077,ひびが入る,crack,n,n,a cracking sound,割れる音
TRKJ2-1-9-078,血,blood,n,n,,
TRKJ2-1-9-079,犯罪,crime,n,n,,
TRKJ2-1-9-080,虫,insect,n,n,He keeps a small insect,彼は小さな虫を飼っている
