TRKJ2-1-7-039,予期する,expect,n,n,I expect much help from Kanta,幹太が助けてくれると思う
TRKJ2-1-7-040,盲導犬,guide dog,n,n,,
TRKJ2-1-7-041,絆,bond,n,n,the family bond,家族の絆
TRKJ2-1-7-042,アイスホッケー,ice hockey,n,n,,
TRKJ2-1-7-043,過程,process,n,n,in the process,その過程で
TRKJ2-1-7-044,ぶらさがる、ぶらさげる,hang,n,n,hang out,ぶらぶらする
TRKJ2-1-7-045,詩,poetry(不可算名詞）,n,n,,
TRKJ2-1-7-046,ほえる,bark,n,n,The dog barks at me,犬が私にほえている
TRKJ2-1-7-047,書き直す,rewrite,n,n,,
TRKJ2-1-7-048,調査する、研究する,research,n,n,,
TRKJ2-1-7-049,テクニック、技法,technique,n,n,,
TRKJ2-1-7-050,推薦する、勧める,recommend,n,n,I recommend the book,その本を勧める
TRKJ2-1-7-051,準備する,get ready,n,n,I get ready for school,学校に行く準備をする
TRKJ2-1-7-052,専門家,expert,n,n,,
TRKJ2-1-7-053,スケジュール、予定表,schedule,n,n,,
TRKJ2-1-7-054,覚えている、思い出す,remember,n,n,,
TRKJ2-1-7-055,確実に…する,make sure,n,n,Make sure you lock the door before you leave,出かける前にに必ずドアのかぎを閉めなさい
TRKJ2-1-7-056,日課,routine,n,n,,
TRKJ2-1-7-057,急ぐ,rush,n,n,I must rush to do,私は急いでしなければならない
TRKJ2-1-7-058,受ける,take,n,n,I'll take an entrance examination,入学試験を受けるだろう
TRKJ2-1-7-059,トランク,trunk,n,n,,
TRKJ2-1-7-060,調整する、調節する,adjust,n,n,I adjust heat,火加減を調節する
TRKJ2-1-7-061,鏡,mirror,n,n,,
TRKJ2-1-7-062,心の中で考える,think to oneself,n,n,,
TRKJ2-1-7-063,シャベルで掘る,shovel,n,n,,
TRKJ2-1-7-064,理由,reason,n,n,,
TRKJ2-1-7-065,杖,cane,n,n,,
TRKJ2-1-7-066,…しないかぎりは,unless,n,n,,
TRKJ2-1-7-067,電気,electricity,n,n,,
TRKJ2-1-7-068,実は…だ,The truth is,n,n,,
TRKJ2-1-7-069,過去,past,n,n,,
TRKJ2-1-7-070,エアコン,air conditioner,n,n,,
TRKJ2-1-7-071,快適な,comfortable,n,n,,
TRKJ2-1-7-072,費やす,spend,n,n,I spent a lot of time preparing for the exam,私は試験勉強にたくさんの時間を費やした
TRKJ2-1-7-073,かける、ぶら下がる,hang,n,n,I hang a picture on the wall,その壁に絵をかける
TRKJ2-1-7-074,金魚,goldfish,n,n,,
TRKJ2-1-7-075,効果,effect,n,n,,
TRKJ2-1-7-076,精神的な,mental,n,n,mental health,心の健康
TRKJ2-1-7-077,肉体的な、物理的な,physical,n,n,physical beauty,肉体美
TRKJ2-1-7-078,合わせる,adapt,n,n,,
TRKJ2-1-7-079,起きている,awake,n,n,stay awake,起きている
TRKJ2-1-7-080,日没,sunset,n,n,,
